label,article
0,"Bukod sa apat, ipinapasuspinde rin sina Technology Resource Center (TRC) Chief Accountant Marivic Jover; Gondelina Amata, pangulo ng National Livelihood Development Corporation (NLDC); at apat na opisyal at empleyado ng NLDC na sina Emmanuel Alexis Sevidal, Chita Jalandoni, Sofia Cruz at Gregoria Buenaventura."
0,"Ayon kay SPO1 Jaycee Calma, may hawak ng kaso, ang namatay sa pagkakasunog ay nakilalang si Judy David, 5. Sugatan naman sina Ramil Tanedo, 6; Angelo Mendoza Baun, 3; at Angel Canlas, 9, lahat ay residente ng nasabing barangay na kaagad dinala sa Tarlac Provincial Hospital. Batay sa salaysay ni Ramon Tanedo, 65, na kaagad sumaklolo sa mga biktima, minamaneho ni Canlas ang tribike nang mapadaan sila sa sinusunog na basura sa Tarlac River Dike, Sitio Planas, Barangay Tibagan, Tarlac City. Biglang nawala sa kontrol ang minamanehong tribike at bumulusok sa nasusunog na basurahan."
0,"Nakabalikat naman ni Bagalay sa paggiya sa Cardinals sina Angelino Pertierra at Paul John Cuzon na nagposte ng 11 at 10 puntos, ayon sa pagkakasunod. Tanging sa service lamang nakuhang makipagsabayan ng Heavy Bombers kung saan ay kapwa sila nagtala ng tig-apat na service aces ng Cardinals na humataw naman ng 53 hits kumpara sa 44 ng Cardinals, bukod pa sa 7 blocks at 33 digs kumpara sa 4 at 26 lamang ng JRU. Nanguna naman para sa JRU na nalaglag sa kanilang ikalimang panalo sa loob ng pitong laro si Michael Tobias na nagposte ng 14 puntos. Bumawi naman ang Lady Bombers sa women's division nang gapiin nito ang Lady Bombers sa loob din ng apat na sets, 25-21, 23-25, 25-15, 25-12. Nagtala ng 26 puntos si Maria Shola Alvarez na kinabibilangan ng 19 na hits, 3 blocks at 3 aces habang nag-ambag naman ng tig-11 puntos ang mga kakamping sina Laela Lopez at Rosali Pepito upang giyahan ang Lady Bombers tungo sa panalo, ang kanilang ikaapat sa loob ng pitong laro na nagpatatag sa kanilang kapit sa ikalimang puwesto."
0,"Umaasa ang kampo ni Belmonte na matukoy at mahubaran ng maskara ang tunay na utak ng pananambang kasabay ng pagsasampa ng kaso. Nadakip ng Special Investigation Task Group (SITG) Belmonte noong Sabado ng matunton ng pulisya ang pinagtataguan ng suspek na si Dominador Tumala 62, ng Bgy. Osmena, Zamboaga del Norte. Naniniwala si Belmonte, na susunod na ang utak ng pananambang sa oras na ikanta ni Tumala. Sinabi ng pulisya ang pagkahuli ni Tumala ay magbibigay daan upang malaman ang kung sino ang nag-utos sa kanya upang makamit ng mga biktima ang hustisya. Ipinagharap na ng kasong multiple murder, multiple frustrated murder si Tumala sa provincial prosecutor's office sa Misamis Oriental."
0,"Naaresto ng mga rumespondeng pulis ang suspek na si Gabby Batican, residente ng Polomolok, South Cotabato matapos ang isang oras ng hostage drama sa loob ng Campus Radio, isang affiliate radio station ng GMA network, malapit sa pamilihang bayan."
0,"Ilang truck na puno ng mga bato at buhangin ang ipinarada sa labas ng gate ng opisina ni Zia sa Gulshan, Dhaka at sa bunganga ng daan patungo sa gusali kung saan siya naka-confine simula noong Sabado ng gabi. Ipinagbabawal ang pag-labas-masok ng sinuman sa lugar."
0,"Sa madaling sabi, hindi 'happy' si WG dahil sa itinuturing ng mga taga-Singko na pambabastos sa kanila ni Bayani na dapat pala kasi ay kasama sa sitcom na 2 1/2 Daddies na pinagbibidahan nina Robin Padilla, Rommel Padilla at BB Gandanghari."
0,"SAN ANTONIO (AP) - Kinailagan ng tulong ng San Antonio Spurs makaraang magtamo ng injury ang key players nito at makatikim ng sunod-sunod na pagkatalo. Ang pagbabalik ni Patty Mills ang nagbigay-buhay sa Spurs, at ang mapagwagian nila ang emosyonal at pisikal na matchup kontra Houston Rockets ang nagbigay sa kanila ng kanilang talagang inaasam - ang isang panalo."
0,"Kung 'di pa rin gagawa ng aksiyon ang ilang NSA's na wala pa ring report, posibleng 'di na sila mapasama sa 28th Southeast Asian Games. Ito ang ipinaalala ni Team Philippines Management Committee member at PSC Chairman Richie Garcia matapos magsumite ng kanilang listahan ang 33 national sports association (NSA's) para sa mga atletang nais nilang isabak sa kada dalawang torneo sa Hunyo 5 hanggang 16. ""Huwag nilang sasabihin sa amin na hindi namin sila pinaalalahanan,"" sinabi ni Garcia. ""Ilang buwan na namin sinabi sa kanila ang inilabas na memorandum ng CoA kaya hindi nila puwedeng sabihin na hindi nila alam."" Halos kalahati sa NSA's na sasabak sa SEA Games sa Singapore ay kabilang sa mga hindi pa nakakapag-liquidate ng kanilang mga pinagkagastusang pondo habang karamihan sa mga asosasyon ay hindi pa rin makumpleto ang hinihinging dokumento ng CoA. Matatandaan na naglabas ng memorandum ang CoA na kinakailangan ng NSA's na magsumite ng Securities and Exchange Commission (SEC) registration, election results, list of officials at official certification mula sa POC bago payagang makahingi ng pondo."
0,"Hindi pumasa si Silva sa isang pre-fight exam, nagpositibo para sa Drostanolone metabolites, ayon pa sa statement. Si Diaz naman ay lumapgpak sa post-fight exam para sa marijuana, ayon naman sa iniulat ni Yahoo! Sports columnist Kevin Iole."
0,"""We will implement the integration on February 1, 2015 despite an appeal from OFWs sector and impending motions which has yet to be resolved by the court,"" pahayag ni Villaluna. Nagpahayag na si OFW Family Club party-list Rep. Roy Seneres na maghaharap sila ng contempt charges sa Pasay Regional Trial Court laban kay MIAA Gen. Manager Angel Honrado dahil sa pagsama ng terminal fee laban sa umiiral na regulasyon na hindi saklaw ang OFWs mula sa pagbabayad ng naturang bayarin."
0,"Iniutos ni Makati City Police Chief Senior Supt. Ernesto Barlam sa kanyang mga tauhan na dakpin agad ang suspek na si Edrian Mendoza, ng 4040 Gen. Luna St., Brgy., Cembo, Makati City matapos matanggap ang reklamong panghahalay ng dalagita na nakatira sa Sampaloc, Manila. Sa reklamo sa pulisya ng biktima na sinamahan ng kanyang ina noong Pebrero 3, naganap ang panggagahasa noong Enero 15 sa isang bahay sa Barangay sa Guadalupe Nuevo, Makati City. Iginiit ng dalagita na pinabatak muna siya ng shabu ng suspek at dito umano naisakatuparan ang panghahalay sa kanya ng lalaki. Ayon sa pulisya, pinagbantaan pa umano ni Mendoza ang biktima na may masamang mangyayari sa kanya kung magsusumbong siya sa pulisya kaugnay sa insidente. Dala ng labis na takot, hindi agad naisumbong ng biktima sa magulang ang sinapit nito sa suspek."
0,"Nagbibigay ito ng kalayaan sa relihiyon, nagkakaloob ng posisyon sa gobyerno base sa merito at nagbabawal sa birth-based privilege. Hindi krimen sa code ang blasphemy, sabi-sabi at iba pang gawain na labag sa relihiyon. Gayunman, hindi nahinto ang pang-aalipin."
0,"Tampok din sa episode ngayong umaga ang mga babaeng may polycystic ovary syndrome o PCOS o nakararanas ng hindi regular na regla kaya't hirap silang magbuntis. Ang kababaihang may PCOS ay mas hirap din na magpapayat at kadalasang mas oily ang balat na nagreresulta sa mga tighiyawat. Alamin sa Pinoy MD ang ilang mahahalagang tip para sa mga may PCOS. May mga naniniwala na kapag laging sumisigaw ang tao, mas malaki ang posibilidad na magka-goiter. Ang iba naman, naniniwalang tanging ang pagkain ng lamang-dagat ang gamot sa goiter. Totoo nga kaya ang mga paniniwalang ito? Bubusisiin din ito ng mga eksperto ngayong Sabado."
0,Ito ang inihayag ni TATAP president Ting Ledesma sa paglulunsad ng buong programa ng asosasyon sa 2015 sa hangad na rin na mapalawak at mas mapaunlad ang table tennis sa bansa.
0,"Nahaharap si Ballesteros sa kasong admistratibo at pagtutulak ng droga makaraan ang isinagawang drug buy-bust operation sa Bgy. Madamba sa nasabing lungsod. Nakumpiska kay Ballesteros ang isang sachet ng hinihinalang shabu na nagkakahalaga ng P1,000 at marked money na P1,000. Ayon sa pulisya bago naaresto ang suspek ay nakipaghabulan muna ito sa mga kapwa pulis. Nagsilbing poseur-buyer sa operasyon ang isa ring pulis."
0,"""No one knows what exactly was said to Adam, but it was something like, 'You've had enough, it's time to stop drinking',"" sabi ng isang insider sa Daily Mail noong Biyernes. ""Whatever it was, the next thing the other man has blood over his face and a cut eyebrow. It's ironic because they work together and we all thought they were friends."" Sinikap ni Mark Flanagan, namamahala sa royal kitchens, na sagipin si Steele sa pagkakasibak, ngunit nabigo ito. Dagdag ng insider: ""Mark wanted to keep him because the tragedy is Adam is a very good chef, and popular with the royals."""
0,"Nanawagan ang Palasyo sa lahat ng motorista na huwag maging dahilan ng matinding traffic sa pagbisita ni Pope Francis sa bansa sa Enero. Nagpaalala rin ang Palasyo sa publiko na maging disiplinado para maiwasan ang ano mang hindi magandang pangyayari habang nasa bansa ang pinakamataas na pinuno ng Simbahang Katoliko. Ayon kay Presidential Communications Secretary Sonny Coloma, dapat sumunod sa mga traffic enforcer ang mga motorista para sa maayos na daloy ng trapiko partikular sa mga daraanan ng Papa sa pagbisita nito mula Enero 15 hanggang 19. Sa ngayon,tuluy-tuloy ang paghahanda para sa malaking okasyong ito na pambungad ng bagong toan kung saan prioridad ang mga daraanan ng Papa sa Tacloban kabilang ang airport at ang national highway mula Tacloban hanggang sa Palo, Leyte. Tiniyak rin na magiging stable ang power supply sa papal visit. Kahit hanggang sa matapos ang misyon ng Papa sa Pilipinas, huwag sanang pairalin ang init at katigasan ng ulo ng ating motorista."
0,"Kasalo ng Elasto Painters ang defending champion Purefoods Star (5-3) sa ikatlong posisyon na kasalukuyan namang may laban kontra sa league leader Talk 'N Text sa isang out of town game sa Davao City habang sinasara ang pahinang ito. Sa kabilang dako, kabuntot naman nila ang Kings na nasa ikaapat na posisyon na hawak ang barahang 4-4 (panalo-talo), kasalo ng magtutuos sa unang laro na NLEX at Globalport. Kapwa galing sa kabiguan, ang Elasto Painters noong nakaraang Biyernes sa kamay ng San Miguel Beer, 114-129, at ang Kings sa Road Warriors noong nakaraang Miyerkules, 90-96, tiyak na magiging dikdikan ang salpukan ng magkabilang panig na naghahangad na makabalik sa winning track para makakuha ng mas magandang posisyon papasok sa 8-team quarterfinals. Base sa format ngayong mid-season conference, walong koponan ang uusad sa playoff round kung saan ay may bentaheng twice-to-beat ang top two teams kontra sa No. 8 at No. 7 squads habang best-of-three naman ang magiging hatawan ng koponang papasok sa No. 3 hanggang No. 6. May tsansa pang humabol para sa top two spots, kinakailangan ng Elasto Painters na makabalik sa winner's circle at walisin ang nalalabing dalawang laban at umasang mabigo sa huling dalawang laro ang mga nangingibabaw na Talk 'N Text at Meralco Bolts na kapwa may barahang 6-2 (panalo-talo). Una rito, maghihiwalay naman ng landas ang NLEX Road Warriors at Globalport Batang Pier na hangad makapagtala ng ikalimang tagumpay upang umangat sa ikaapat na posisyon kung saan ay magkakasama sila ngayon ng Kings. Hangad ng Road Warriors na dugtungan ang naitalang tatlong sunod na tagumpay, ang pinakahuli ay kontra sa Kings noong Marso 11 sa Ynares Sports Center sa Antipolo, 96-90. Gaya ng dati, aasahan ng NLEX ang masipag na import na si Al Thorton na nagtala ng 50 puntos sa nakaraang laban nila ng Kings kasama ng mga beteranong lokal na sina Asi Taulava, Mac Cardona, Rico Villanueva at KG Canaleta."
0,Marami ang nag-aabang sa bagong kumbinasyong ito nina Jasmin at Tom. Mahusay sa hosting si Jasmin at kilala na ring mahusay na disc jockey si Tom. Sana ay mapasikat nila ang show na ito.
0,"Hindi namin napanood ang nasabing episode ng A&A dahil wala kami sa bansa pero kinumpirma ni Bossing DMB na nag-guest nga raw ang dalaga at may na-PM din sa amin na maganda nga raw ang outcome at exposure ni Jasmin. Pero hindi ito ang unang guesting ni Jasmin sa ABS-CBN, napanood na siya noon pa sa It's Showtime. At sa pagkakaalam din namin ay pinapayagan ng TV5 management ang mga artista nilang mag-guest sa ibang TV network maliban na lang kung nabago na."
0,"Sa hiwalay na kasong kriminal na inihain sa Department of Justice (DoJ), kinilala ni Bureau of Internal Revenue (BIR) Commissioner Kim Jacinto Henares ang akusado na si Dr. Benedict Lazatin ng St. Luke's Medical Center at Ignacio de Guia Santos, may-ari ng IDS Employment Services sa Pulilan, Bulacan. Ang ikatlong respondent ay si Thomas Pohang III, pangulo ng TFN Far East, wholesaler ng Mabini St., Caloocan City. Sinampahan ng kaso si Lazatin dahil sa umano'y hindi pagbayad ng P25.9 milyong halaga ng buwis at value added tax. Ideneklara umano ng doktor na wala siyang kinita sa kanyang propesyon mula noong 2006 hanggang 2012. Subalit noong 2013, nagbayad ito ng P1.9 milyong buwis sa BIR. Base sa impormasyong nakalap ng BIR mula sa St. Luke's College of Medicine, St. Luke's Medical Center at Maxicare Healthycare Corporation, umabot ang kinita ni Lazatin sa P18 milyon mula 2006 hanggang 2012. Hindi rin umano nakarehistro si Lazatin bilang VAT taxpayer dahil lumagpas ang kanyang annual income sa VAT threshold na P1.5 milyon. Samantala, ang pinakamataas na tax deficiency assessment na aabot sa P238.7milyon ay ipinataw kay Pohang at P3.6 milyon kay Santos."
0,"Ayon kay MILF spokesman Mahagher Iqbal na negatibo ang isiniwalat na akusasyon ni Fr. Eliseo ""Jun"" Mercado na binili ng gobyerno ang mga armas ng PNP-SAF upang ibalik ng MILF ang ilan sa mga ito."
0,"Binansagang ""Angler,"" ang nasabing smartphone ay may taglay na 16-Megahertz processor, 4.5-inch black-and-white LCD display, may stylus support, at pinagagana ng nickel-cadmium battery."
0,"""In the consideration of safety, management and other factors, Yuyuan Tourist Mart has decided to cancel the 2015 Yu Garden Lantern Festival,"" pahayag ng kumpanya na nag-oorganisa sa event sa kanilang website noong Sabado."
0,"Sinabi ni Team Philippines chef de mission Julian Camacho na pangungunahan ni Kiefer Ravera ang 48 iba pang pinakamagagaling na amateur cagers ng bansa na nasa listahan kung saan kasama rin ang orihinal na miyembro ng Gilas Pilipinas at naturalized center na si Marcus Douthit. ""We have set March 1 as the deadline of submission for the final composition of all team ang individual sports,"" sabi ni Camacho ukol sa koponan na gigiyahan ng bagong coach at dating Australian national coach Tab Baldwin. Asam ng Pilipinas na madagdagan pa ang pagpapanatili ng gintong medalya sa 12 sunod na taon matapos huling mabigo sa kada dalawang taon na torneo noong 1989. Mayroon na itong kabuuang 16 na gintong medalya at isang pilak sapul nang sumali sa SEA Games. Si Ravena ay kabilang sa huling koponan na giniyahan ng multi-titled coach na si Joseph Uichico tungo sa gintong medalya kasama ang nananatili sa amateur na si Bobby Ray Parks Jr. at ngayon ay mga propesyunal nang sina Greg Slaughter, Jake Pascual, Ronald Pascual, Kevin Louie Alas, RR Garcia, Terrence Romeo at Raymund Almazan. Ang listahan ay binubuo ng mga manlalaro mula sa iba't ibang liga sa bansa sa pangunguna ng UAAP at NCAA kung saan naglalaro sina Scottie Thompson, Kobe Paras, Moala Tautuaa, Roi Sumang, Baser Amer, Mike Tolomia, Mark Belo, Arnold Van Opstal, Gelo Alolino, Glenn Khobuntin at Mark Tallo. Ilang propesyunal na manlalaro rin na kabilang sa orihinal na Gilas Pilipinas ang nakatala sa listahan na posibleng isama sa komposisyon upang palakasin pa ang pambansang koponan."
0,"Ang biktima, na hindi kinilala ng pulisya batay sa kahilingan ng pamilya, ay isang retired bank employee at residente ng Las Palmas Subdivision, Barangay Taculing, Bacolod City. Sa imbestigasyon ng pulisya, nakahinto ang isang Toyota SUV na sinasakyan ng biktima sa harapan ng East View Hotel Bacolod nang lapitan ito ng dalawang suspek na sakay ng motorsiklo at paputukan ng kalibre 45 pistola."
0,"""Reports that I was sneaked out by PNP personnel from the Custodial Center are absolutely false,"" pahayag ni Revilla. Una nang napaulat na umalis si Revilla mula sa detention compound noong Valentine's Day, Pebrero 14, upang bisitahin si Enrile, na may kaarawan ng araw na iyon. Sina Enrile, Revilla at Sen. Jose ""Jinggoy"" Estrada ay pawang nakakulong sa PNP headquarters dahil sa pagkakasangkot nila sa P10-bilyon pork barrel fund scam. Dakong 3:00 ng hapon ng nasabing araw, ayon kay Revilla, ay isinugod siya sa PNP General Hospital makaraan niyang magpawis nang malamig, makaramdam ng paninigas at pananakit ng leeg, batok at likod, at matinding migraine attack. ""It appeared that I had a spike in my blood pressure,"" aniya. ""I was taken to the hospital by Custodial Center Guards after a written request was made to Col. Fabro, the Director of the Custodial Center. I was accompanied by my two children, Bryan and Vice Gov. Jolo,"" dagdag ng senador. Sinabi ni Revilla na maging ang PNP ay nilinaw na ang isyu. ""I stayed in the hospital for less than 30 minutes and I was immediately taken back to my detention cell to rest, after my blood pressure was taken and injected with medication,"" sabi niya."
0,"Iminungkahi rin ng grupo sa publiko ang hindi pagkain ng karne at pagkain ng gulay lang, o vegan diet, ngayong Semana Santa. Sa halip din na mag-outing o mamasyal ang pamilya, inihayag ng EcoWaste na mas makabubuti kung itabi na lang ang perang gagastusin o i-donate sa mga charitable institution."
0,NAKATSIKAHAN namin sa pocket presscon nina Alex Gonzaga atAlonzo Muhlach ang bagong business unit head ng Dreamscape Entertainment na si Mr. Rondel Lindayag na hangang-hanga sa anak ni Nino Muhlach dahil napaka-professional kahit musmos pa.
0,"Ipinakikita ng mga imahe ang 88-anyos na si Castro sa kanyang bahay kasama ang asawang si Dalia habang nakikipagpulong sa lider ng isang students' union, at inilathala ito sa pahayagan ng estado, ang Granma, at iba pang official media."
0,"""A month after the incident and here we are, emotions still running high. The Senate hearings we've had regarding the incident at Mamasapano has raised more questions than answers. Until we have uncovered meticulously the intricate layers of said incident, these emotions may lead us to decide and act adversely,"" ayon kay Guingona. Sinabi pa nito na kukunin ng TC ang mga resulta ng imbestigasyon ng Board of Investigation (BOI), committee report ng senado sa Department of Justice (DOJ) at maging ang imbestigasyon ng Moro Islamic Liberation Front (MILF). Ang TC ay suportado ng peace advocates na gaya ng Friends of Bangsamoro, Women's Peace Table, Lanao Peace Partners, Mindanao Peaceweavers, Intercultural Organizations' Network for Solidarity and Peace, Catholic Bishops Conference of the Philippines (CBCP), at ang Association of Major Religious Superiors in the Philippines (AMRSP)."
0,"Base sa papeles na isinumite noong Disyembre sa San Francisco Superior Court, inakusahan ng kanyang asawang si Susan ang mga anak ni Williams sa dating asawa sa pag-angkin ng ilang gamit nang walang paalam."
0,"Kinasuhan din ng Ombudsman sina Joselito Flordeliza, pangulo ng National Organization for Agricultural Enhancement and Productivity Incorporated (NOAEPI); mga empleyado ng Dane Publishing House na sina Leonicia Llarena at Minda Bombase; at mga pribadong indibiduwal na sina Jaime Paule, Marilyn Araos, at Marites Aytona. Inirekomenda ng Ombudsman ang P30,000 piyansa sa bawat akusado. Ang kaso ay inihain ni Graft Investigation and Prosecution Officer I Karla Maria Barrios, isang miyembro ng Special Panel for Fertilizer Fund Scam. Nakasaad sa charge sheet na nagkutsabahan umano sina Ali sa pagpabor sa NOAEPI sa proyektong Farm Inputs and Farm Implements Program (FIFIP) ng Department of Agriculture (DA) noong 2004 bagamat hindi ito pumasa sa kuwalipikasyon ng Commission on Audit."
0,"Kasama ni Roxas ang 18 engineer mula sa Department of Public Works and Highways (DPWH) at 15 mula sa DILG upang tumulong sa mga lokal na pamahalaan sa muling pagbangon ng lalawigan mula sa magnitude 7.2 na lindol noong Oktubre 2013. Patunay pa rin ito ng ""whole of government approach"" na nilalayon ni Pangulong Benigno S. Aquino III na walang sinisino pagdating sa paghahatid ng tulong, anuman ang partidong kinabibilangan. Sa kabuuan, naglaan ang gobyerno ng aabot sa P2.4 bilyon sa pamamagitan ng DILG bilang bahagi ng Bohol Earthquake Assistance (BEA) fund para sa lalawigan Sa nasabing halaga, mahigit P351 milyon ang inilaan sa pamahalaang panlalawigan, mahigit P1 bilyon para sa unang distrito, mahigit P666 milyon para sa ikalawang distrito, at mahigit P334 milyon para sa ikatlong distrito."
0,"Muli na namang inulit ni Lee ang kanyang kabayanihan, may tatlong araw ang nakalipas, nang kanyang isalba ang Rain or Shine sa pamamagitan ng limang krusyal na foul throws sa dying seconds ng laban nila ng Globalport para maiposte ang 104-98 panalo. Muling nagningning ang ipinagmamalaking anak ng Tondo sa kanyang ipinoste na 25 puntos at 5 rebounds kasabay sa pagbuslo sa lahat ng kanyang 10 free throws. Dahil sa ipinamalas niyang performance, si Lee ang nahirang upang maging Accel-PBA Press Corps Player of the Week mula Pebrero 2-8. At ang mahalaga ay naitala din ng Rain or Shine ang una nilang back-to-back win sa ginaganap na PBA Commissioner's Cup matapos mabigo sa una nilang laban kontra sa Talk 'N Text, 89-86. Nagtala ang dating shooting guard ng University of the East (UE) ng average na 25.0 points, 4.5 rebounds at 2.0 assists, habang naiposte din ang 57.1 percent shooting sa field at perpektong 16-of-16 sa foul line. Ayon kay Lee, nais niyang makagawa ng impact bilang starter dahil isa siya sa mga inaasahan ni coach Yeng Guiao upang manguna sa koponan. ""Big challenge kasi para sa akin na every time i-start niya (Guiao) ako, dapat maganda agad ang start ko,"" ayon Kay Lee."
0,"Ito ang opinyon ng National Union of Students of the Philippines (NUSP), dahil sa hindi mapigilan ng gobyerno, partikular ng Commission on Higher Education (ChEd), ang paglaki ng mga bayarin, partikular ang matrikula."
0,"Samahan ang power trio hosts na sina 3rd District Negros Occidental Representative, House Committee on Housing and Urban Development Chairman Alfredo 'Albee' Benitez, model at beauty queen in the making na si Ms. Marjorie Cornillez at komedyanteng si Jayson Gainza sa kanilang paglilibot sa buong Pilipinas. Isasama tayo ng Kool Trip sa isang masayang paglalakbay kasama si Congressman Albee na magbibigay kasagutan sa mahahalagang isyus, kabilang ang aspetong kultural at pangkasaysayan. Sasamahan tayo ni Marjorie Cornillez na tikman ang mga authentic dishes at native delicacies na ipinagmamalaki ng bawat lugar sa Pinas."
0,"Naapektuhan ng blizzard ang halos buong kanlurang Iran, na kasing lawak ng Wisconsin ng Amerika, at mahigit isang linggong nalibing sa niyebe ang ilang lugar. Ang mga nakaligtas, gayunman, ay walang access sa pagkain, malinis na tubig at gamot. Hindi naman nagawa ng mahihirap na Iranian sa mga apektadong lugar na protektahan ang kani-kanilang sarili mula sa nakamamatay na flu virus na kumalat sa kabayanan ng Iran."
